acc_low	acc_high	query_status	detection_method	publication	interaction_type	source_database	interaction_identifier	confidence	expansion_method	negative_interaction_flag
P30153	Q9Y570	complete	"psi-mi:""MI:0676""(tandem affinity purification)"	imex:IM-9275|pubmed:19293187	"psi-mi:""MI:0914""(association)"	"psi-mi:""MI:0469""(IntAct)"	intact:EBI-1805236|imex:IM-9275-1	intact-miscore:0.95	"psi-mi:""MI:1060""(spoke expansion)"	false
P30153	Q9Y570	complete	"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)"	imex:IM-9155|pubmed:19156129	"psi-mi:""MI:0914""(association)"	"psi-mi:""MI:0469""(IntAct)"	intact:EBI-1772928|imex:IM-9155-8	intact-miscore:0.95	"psi-mi:""MI:1060""(spoke expansion)"	false
P30153	Q9Y570	complete	"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)"	pubmed:18782753|imex:IM-20360|mint:MINT-8213804	"psi-mi:""MI:0914""(association)"	"psi-mi:""MI:0469""(IntAct)"	intact:EBI-2479833|imex:IM-20360-35	intact-miscore:0.95	"psi-mi:""MI:1060""(spoke expansion)"	false
P30153	Q9Y570	complete	"psi-mi:""MI:0676""(tandem affinity purification)"	pubmed:15761952|imex:IM-19486	"psi-mi:""MI:0914""(association)"	"psi-mi:""MI:0469""(IntAct)"	intact:EBI-1808895|imex:IM-19486-2	intact-miscore:0.95	"psi-mi:""MI:1060""(spoke expansion)"	false
P30153	Q9Y570	complete	"psi-mi:""MI:0096""(pull down)"	pubmed:28330616|imex:IM-25671	"psi-mi:""MI:0914""(association)"	"psi-mi:""MI:0469""(IntAct)"	intact:EBI-14025056|imex:IM-25671-36	intact-miscore:0.95	"psi-mi:""MI:1060""(spoke expansion)"	false
P30153	Q9Y570	complete	"psi-mi:""MI:1314""(proximity-dependent biotin identification)"	pubmed:28330616|imex:IM-25671	"psi-mi:""MI:2364""(proximity)"	"psi-mi:""MI:0469""(IntAct)"	intact:EBI-14028141|imex:IM-25671-83	intact-miscore:0.95	"psi-mi:""MI:1060""(spoke expansion)"	false
P30153	Q9Y570	complete	"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)"	pubmed:26496610|imex:IM-24272	"psi-mi:""MI:0914""(association)"	"psi-mi:""MI:0469""(IntAct)"	intact:EBI-11055988|imex:IM-24272-430	intact-miscore:0.95	"psi-mi:""MI:1060""(spoke expansion)"	false
P30153	Q9Y570	complete	"psi-mi:""MI:0114""(x-ray crystallography)"	pubmed:18394995|imex:IM-26305	"psi-mi:""MI:0915""(physical association)"	"psi-mi:""MI:0469""(IntAct)"	intact:EBI-16765179|imex:IM-26305-1|wwpdb:3c5w	intact-miscore:0.95	"psi-mi:""MI:1060""(spoke expansion)"	false
P30153	Q9Y570	complete	"psi-mi:""MI:0415""(enzymatic study)"	pubmed:18394995|imex:IM-26305	"psi-mi:""MI:0414""(enzymatic reaction)"	"psi-mi:""MI:0469""(IntAct)"	intact:EBI-16765490|imex:IM-26305-3	intact-miscore:0.95	"psi-mi:""MI:1060""(spoke expansion)"	false
P30153	Q9Y570	complete	"psi-mi:""MI:0415""(enzymatic study)"	pubmed:18394995|imex:IM-26305	"psi-mi:""MI:0414""(enzymatic reaction)"	"psi-mi:""MI:0469""(IntAct)"	intact:EBI-16765552|imex:IM-26305-4	intact-miscore:0.95	"psi-mi:""MI:1060""(spoke expansion)"	false
P30153	Q9Y570	complete	"psi-mi:""MI:0071""(molecular sieving)"	pubmed:18394995|imex:IM-26305	"psi-mi:""MI:0915""(physical association)"	"psi-mi:""MI:0469""(IntAct)"	intact:EBI-16765609|imex:IM-26305-6	intact-miscore:0.95	"psi-mi:""MI:1060""(spoke expansion)"	false
P30153	Q9Y570	complete	"psi-mi:""MI:0415""(enzymatic study)"	pubmed:17274953|imex:IM-26342	"psi-mi:""MI:0414""(enzymatic reaction)"	"psi-mi:""MI:0469""(IntAct)"	intact:EBI-16768312|imex:IM-26342-1	intact-miscore:0.95	"psi-mi:""MI:1060""(spoke expansion)"	false
P30153	Q9Y570	complete	"psi-mi:""MI:0415""(enzymatic study)"	pubmed:17274953|imex:IM-26342	"psi-mi:""MI:0414""(enzymatic reaction)"	"psi-mi:""MI:0469""(IntAct)"	intact:EBI-16768389|imex:IM-26342-5	intact-miscore:0.95	"psi-mi:""MI:1060""(spoke expansion)"	false
P30153	Q9Y570	complete	"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)"	pubmed:33961781|imex:IM-29278|doi:10.1016/j.cell.2021.04.011	"psi-mi:""MI:0914""(association)"	"psi-mi:""MI:0469""(IntAct)"	intact:EBI-54765116|imex:IM-29278-12835	intact-miscore:0.95	"psi-mi:""MI:1060""(spoke expansion)"	false
P30153	Q9Y570	complete	"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)"	pubmed:33961781|imex:IM-29278|doi:10.1016/j.cell.2021.04.011	"psi-mi:""MI:0914""(association)"	"psi-mi:""MI:0469""(IntAct)"	intact:EBI-54925226|imex:IM-29278-21615	intact-miscore:0.95	"psi-mi:""MI:1060""(spoke expansion)"	false
A6QRA1	Q9M1J2	complete								
Q85FP8	Q85FS9	complete								
O35011	P20429	complete								
A0A2K1JDE1	Q6YXK4	complete								
Q9VFB5	Q9VJE4	complete								
E1C9L3	P05311	complete								
C6Y4A8	O74544	complete								
A0A3Q7FTS1	A0A3Q7JYM3	complete								
Q9C567	Q9LTI0	complete								
A0A2K9VK93	A0A2K9VK99	complete								
P56768	Q9SUI5	complete								
A0A1Z3HRW4	A0A1Z3HSF0	complete								
P07839	Q75VY7	complete								
Q93077	Q9Y230	complete								
Q96MG8	Q9UBF6	complete	"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)"	pubmed:33961781|imex:IM-29278|doi:10.1016/j.cell.2021.04.011	"psi-mi:""MI:0914""(association)"	"psi-mi:""MI:0469""(IntAct)"	intact:EBI-54620398|imex:IM-29278-3555	intact-miscore:0.53	"psi-mi:""MI:1060""(spoke expansion)"	false
Q96MG8	Q9UBF6	complete	"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)"	pubmed:33961781|imex:IM-29278|doi:10.1016/j.cell.2021.04.011	"psi-mi:""MI:0914""(association)"	"psi-mi:""MI:0469""(IntAct)"	intact:EBI-55002087|imex:IM-29278-27791	intact-miscore:0.53	"psi-mi:""MI:1060""(spoke expansion)"	false
A0A4V8GZZ8	A0A4V8H003	complete								
P52657	Q15545	complete								
Q2T9T3	Q5E9B8	complete								
O19882	Q9TM22	complete								
P12154	Q75VY7	complete								
P00166	P00289	complete								
A0A2P6TZ50	A0A2P6U4K1	complete								
P03928	P05496	complete								
P32366	P41806	complete								
Q86WV5	Q9NUX5	complete								
P20986	P68608	complete								
G2TRP5	O74471	complete								
B6SZT9	O65101	complete								
P62877	Q8N140	complete								
A0A2K1JLZ3	Q6YXQ2	complete								
P02293	Q12509	complete								
A0A2K3DWM2	P37256	complete								
A0A2K1IB10	A0A2K1KN29	complete								
A0QS96	A0R550	complete								
A0A0H2UKZ4	E1C9K8	complete								
D0VX28	D0VX31	complete								
A0A2K3DLI2	A0A2K3DM81	complete								
Q6NLH0	Q9FLM8	complete								
P00165	P00289	complete								
A0A7S3R4R1	A0A7S3VHS4	complete								
Q8GWD7	Q94K14	complete								
Q9SUI4	Q9SYW8	complete								
P18183	P60312	complete								
A0A2K3CYB6	A8ISA4	complete								
A0A125YW19	S7UR33	complete								
A0A4V8GZZ8	A0A4V8H005	complete								
P20433	P36053	complete								
A0A0G4GX71	A0A0G4HNB1	complete								
P09144	Q75VY7	complete								
E9NPS8	I0YQ44	complete								
P21087	P68449	complete								
Q7Z4G1	Q9UBI1	complete	"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)"	pubmed:33961781|imex:IM-29278|doi:10.1016/j.cell.2021.04.011	"psi-mi:""MI:0914""(association)"	"psi-mi:""MI:0469""(IntAct)"	intact:EBI-54643374|imex:IM-29278-4533	intact-miscore:0.53	"psi-mi:""MI:1060""(spoke expansion)"	false
Q7Z4G1	Q9UBI1	complete	"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)"	pubmed:33961781|imex:IM-29278|doi:10.1016/j.cell.2021.04.011	"psi-mi:""MI:0914""(association)"	"psi-mi:""MI:0469""(IntAct)"	intact:EBI-54906006|imex:IM-29278-20601	intact-miscore:0.53	"psi-mi:""MI:1060""(spoke expansion)"	false
A0A1S3YXM6	P06269	complete								
D0CD10	D0CD19	complete								
A0A069QC99	A0A2V3F2U6	complete								
P9WPS1	P9WPV3	complete								
A8IFG7	Q75VZ0	complete								
P83794	P83796	complete								
G0S1P1	G0S9A0	complete								
P12357	Q41385	complete								
O19882	Q9TM23	complete								
P80377	Q5SJH3	complete								
P02309	P32480	complete	"psi-mi:""MI:0676""(tandem affinity purification)"	imex:IM-14085|pubmed:21179020	"psi-mi:""MI:0914""(association)"	"psi-mi:""MI:0469""(IntAct)"	intact:EBI-2884032|imex:IM-14085-36	author score:High|intact-miscore:0.53	"psi-mi:""MI:1060""(spoke expansion)"	false
Q13352	Q9H3R5	complete								
P48643	Q9NQP4	complete								
G2TRJ4	O74824	complete								
P73297	P74352	complete								
C4M2R7	P48151	complete								
A0ACD6B8Q3	A0ACD6B8Q4	complete								
A4VE64	Q24CE5	complete								
Q381A0	Q389F5	complete								
Q8U0M5	Q8U4N1	complete								
A0A7U3Y808	B7IA33	complete								
P36121	P41910	complete								
P07703	P41910	complete	"psi-mi:""MI:0676""(tandem affinity purification)"	pubmed:16429126	"psi-mi:""MI:0914""(association)"	"psi-mi:""MI:0469""(IntAct)"	intact:EBI-803727	intact-miscore:0.53	"psi-mi:""MI:1060""(spoke expansion)"	false
P38801	Q12277	complete								
A0A3Q7IVL4	P49215	complete								
P15927	Q13888	complete								
Q76ZQ8	Q76ZS0	complete								
P49642	Q9BVW5	complete								
A8MPR5	Q9C567	complete								
Q9S7N7	Q9SA56	complete								
E9NPX1	I0Z2Y0	complete								
A0A2K1KN29	Q8MFA2	complete								
C4QWA8	C4QY79	complete								
G0S3J8	G0S8E0	complete								
Q9C1J0	Q9C1J1	complete								
B8YB58	B8YB60	complete								
P26288	Q95695	complete								
Q6NLH0	Q9M1A8	complete								
A4VE64	A4VEB3	complete								
Q2FKZ2	Q2FKZ4	complete								
P28000	P32349	complete								
P11514	P39471	complete								
A8IL21	A8J353	complete								
G0RZG4	G0S755	complete								
A0A8F0WFC9	A0T0U5	complete								
Q1HFX4	Q1HGH8	complete								
Q97ZJ9	Q980A3	complete								
Q1HFV9	Q1HFX4	complete								
Q5SKM0	Q5SLM9	complete								
P56767	Q9SY97	complete								
A0A0G4FL36	A0A0G4GX86	complete								
Q1HFX1	Q1HGH8	complete								
P0ABA4	P0ABA6	complete								
A0ACD6B989	P58564	complete								
A0A2K1J0L9	A0A2K1K0C7	complete								
Q8DMA1	Q8DMR6	complete								
A8IJ60	A8J3C3	complete								
A0A8F0WFC9	B8BUW3	complete								
Q9C567	Q9SN86	complete								
B6SQZ7	O65101	complete								
A0A0H2UKZ4	E1C9L1	complete								
P49368	Q13885	complete								
A0A2P6TKF8	A0A2P6TS63	complete								
F5HBE8	Q9C1J1	complete								
B6SQZ7	P30980	complete								
A0T0V0	B8BUW3	complete								
C4M5V7	O15631	complete								
P09218	P09222	complete								
A3DBH0	A3DJK1	complete								
Q8SDC8	Q8SDD2	complete								
A0A2K3CY83	A0A2K3DHV6	complete								
P17412	P17413	complete								
B6SZT9	P30980	complete								
I7MHB1	Q22R86	complete								
P04038	Q01321	complete								
P07839	Q75VY6	complete								
A0A063X754	A0A063X781	complete								
P14867	P34903	complete								
Q35914	Q95339	complete								
Q8U0E8	Q8U216	complete								
Q7LXK4	Q980R2	complete								
P58066	Q9A8S9	complete								
P78346	Q9H633	complete	"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)"	pubmed:33961781|imex:IM-29278|doi:10.1016/j.cell.2021.04.011	"psi-mi:""MI:0914""(association)"	"psi-mi:""MI:0469""(IntAct)"	intact:EBI-54715998|imex:IM-29278-8281	intact-miscore:0.64	"psi-mi:""MI:1060""(spoke expansion)"	false
P78346	Q9H633	complete	"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)"	pubmed:33961781|imex:IM-29278|doi:10.1016/j.cell.2021.04.011	"psi-mi:""MI:0914""(association)"	"psi-mi:""MI:0469""(IntAct)"	intact:EBI-54938898|imex:IM-29278-22523	intact-miscore:0.64	"psi-mi:""MI:1060""(spoke expansion)"	false
Q8U0E4	Q8U439	complete								
A6VF33	A6VF36	complete								
P38786	P40571	complete								
P14854	Q9BW72	complete								
O00762	Q9UJX4	complete								
A8ISA4	Q6UKY5	complete								
B7IA17	B7IA26	complete								
A0A3Q7EMX2	A0A3Q7F5X2	complete								
P0AFD1	P33607	complete								
P36886	P69416	complete								
T1RJ07	T1RJW8	complete								
C1DI23	C1DI24	complete								
P56288	Q9USP0	complete								
G2LDR4	G2LK98	complete								
B4EKB3	B4EKB5	complete								
Q8U439	Q8U4N1	complete								
Q27RN3	Q27RN6	complete								
P9WGY5	Q6MX01	complete								
B1H1T5	Q4V7I1	complete								
P26288	P26289	complete								
A8HPD0	P30394	complete								
A0A2I5HFM4	A0A3V0PQJ3	complete								
Q8SD18	Q8SD64	complete								
P0A7Z4	P0AGB3	complete	"psi-mi:""MI:0676""(tandem affinity purification)"	pubmed:15690043|mint:MINT-5217509|imex:IM-21967|doi:10.1038/nature03239	"psi-mi:""MI:0914""(association)"	"psi-mi:""MI:0469""(IntAct)"	intact:EBI-15544460|imex:IM-21967-341|dip:DIP-51306E	intact-miscore:0.60	"psi-mi:""MI:1060""(spoke expansion)"	false
P0A7Z4	P0AGB3	complete	"psi-mi:""MI:0096""(pull down)"	pubmed:16606699	"psi-mi:""MI:0914""(association)"	"psi-mi:""MI:0469""(IntAct)"	intact:EBI-1145951	intact-miscore:0.60	"psi-mi:""MI:1060""(spoke expansion)"	false
P0A7Z4	P0AGB3	complete	"psi-mi:""MI:0096""(pull down)"	pubmed:15690043|mint:MINT-5217509|imex:IM-21967|doi:10.1038/nature03239	"psi-mi:""MI:0914""(association)"	"psi-mi:""MI:0469""(IntAct)"	intact:EBI-879426|imex:IM-21967-573	intact-miscore:0.60	"psi-mi:""MI:1060""(spoke expansion)"	false
A0AAN0XZY2	A0AAN0Y3T9	complete								
A0A4V8GZZ3	A0A4V8H007	complete								
G3MXC8	P61157	complete								
Q83EQ4	Q83EQ9	complete								
P14575	Q9P4W1	complete								
Q15382	Q9HB90	complete								
P35718	P46678	complete								
D0C9P7	D0CCZ6	complete								
A0A4V8H006	A0A4V8H010	complete								
B6SQZ7	B6TXS5	complete								
C3SR57	W8T6F0	complete								
D0CD01	D0CG36	complete								
A0QV37	A0QVQ3	complete								
O66842	O67335	complete								
P0A7W1	P0A8A8	complete	"psi-mi:""MI:0676""(tandem affinity purification)"	pubmed:15690043|mint:MINT-5217509|imex:IM-21967|doi:10.1038/nature03239	"psi-mi:""MI:0914""(association)"	"psi-mi:""MI:0469""(IntAct)"	intact:EBI-15548987|imex:IM-21967-478|dip:DIP-53091E	intact-miscore:0.46	"psi-mi:""MI:1060""(spoke expansion)"	false
P0A7W1	P0A8A8	complete	"psi-mi:""MI:0096""(pull down)"	pubmed:15690043|mint:MINT-5217509|imex:IM-21967|doi:10.1038/nature03239	"psi-mi:""MI:0914""(association)"	"psi-mi:""MI:0469""(IntAct)"	intact:EBI-881698|imex:IM-21967-696	intact-miscore:0.46	"psi-mi:""MI:1060""(spoke expansion)"	false
P28005	P40993	complete								
P35718	Q04307	complete								
P38786	Q12530	complete	"psi-mi:""MI:0096""(pull down)"	pubmed:14690591	"psi-mi:""MI:0914""(association)"	"psi-mi:""MI:0469""(IntAct)"	intact:EBI-853521	intact-miscore:0.67	"psi-mi:""MI:1060""(spoke expansion)"	false
E1C9L3	Q41038	complete								
E1C9K9	Q41038	complete								
A0A1D5SLI4	A0A1D5UKZ4	complete								
P0C6T2	P61803	complete								
A0A0H3C9J4	B8H618	complete								
A3DBH0	A3DF17	complete								
B8YB61	B8YB63	complete								
P87123	Q92399	complete								
A0A2K1KN29	Q6YXQ2	complete								
O94581	Q9UTF6	complete								
Q83AX9	Q83E83	complete								
Q39255	Q9MAA7	complete								
I6X486	O53943	complete								
O15160	O15318	complete	"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)"	pubmed:33961781|imex:IM-29278|doi:10.1016/j.cell.2021.04.011	"psi-mi:""MI:0914""(association)"	"psi-mi:""MI:0469""(IntAct)"	intact:EBI-54636609|imex:IM-29278-4271	intact-miscore:0.53	"psi-mi:""MI:1060""(spoke expansion)"	false
O15160	O15318	complete	"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)"	pubmed:33961781|imex:IM-29278|doi:10.1016/j.cell.2021.04.011	"psi-mi:""MI:0914""(association)"	"psi-mi:""MI:0469""(IntAct)"	intact:EBI-54899142|imex:IM-29278-20355	intact-miscore:0.53	"psi-mi:""MI:1060""(spoke expansion)"	false
Q83D76	Q83ED6	complete								
M1VKK5	Q85FS9	complete								
B7IA25	B7IA33	complete								
P46217	Q4JB12	complete								
P26288	Q9SCY3	complete								
Q94AQ8	Q9SGH4	complete								
Q96CS2	Q9NVX0	complete	"psi-mi:""MI:0676""(tandem affinity purification)"	imex:IM-11719|pubmed:20360068	"psi-mi:""MI:0914""(association)"	"psi-mi:""MI:0469""(IntAct)"	intact:EBI-2637096|imex:IM-11719-250	intact-miscore:0.83	"psi-mi:""MI:1060""(spoke expansion)"	false
Q96CS2	Q9NVX0	complete	"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)"	pubmed:26496610|imex:IM-24272	"psi-mi:""MI:0914""(association)"	"psi-mi:""MI:0469""(IntAct)"	intact:EBI-11163151|imex:IM-24272-1321	intact-miscore:0.83	"psi-mi:""MI:1060""(spoke expansion)"	false
B0C4H4	B0C8F1	complete								
P14741	P32481	complete	"psi-mi:""MI:0676""(tandem affinity purification)"	pubmed:16429126	"psi-mi:""MI:0914""(association)"	"psi-mi:""MI:0469""(IntAct)"	intact:EBI-804390	intact-miscore:0.71	"psi-mi:""MI:1060""(spoke expansion)"	false
P14741	P32481	complete	"psi-mi:""MI:0676""(tandem affinity purification)"	pubmed:16429126	"psi-mi:""MI:0914""(association)"	"psi-mi:""MI:0469""(IntAct)"	intact:EBI-808694	intact-miscore:0.71	"psi-mi:""MI:1060""(spoke expansion)"	false
A0A1Z3HHI7	A0A1Z3HSF0	complete								
P9WGH9	P9WGY5	complete								
Q8SD35	Q8SDD6	complete								
P09192	P12975	complete								
Q89ZL0	Q8A1P7	complete								
A0A2P6THB2	W8SKM2	complete								
P60292	Q8U216	complete								
C1K004	D0FXW7	complete								
A4GDF1	A4GDH1	complete								
Q7Z4G1	Q9Y6G5	complete	"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)"	pubmed:33961781|imex:IM-29278|doi:10.1016/j.cell.2021.04.011	"psi-mi:""MI:0914""(association)"	"psi-mi:""MI:0469""(IntAct)"	intact:EBI-54643374|imex:IM-29278-4533	intact-miscore:0.76	"psi-mi:""MI:1060""(spoke expansion)"	false
Q7Z4G1	Q9Y6G5	complete	"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)"	pubmed:33961781|imex:IM-29278|doi:10.1016/j.cell.2021.04.011	"psi-mi:""MI:0914""(association)"	"psi-mi:""MI:0469""(IntAct)"	intact:EBI-54955766|imex:IM-29278-24209	intact-miscore:0.76	"psi-mi:""MI:1060""(spoke expansion)"	false
A0A2K1IB10	A9SL09	complete								
Q22HD6	W7XF00	complete								
P01865	U5LP42	complete								
P0ABA0	P0ABA6	complete								
P50370	Q08363	complete								
O74471	Q9UTF6	complete								
O74029	O74030	complete								
P33421	P87108	complete								
B1INP8	B1INQ0	complete								
I7M8B9	Q22XT1	complete								
Q32P78	Q32PE0	complete								
P05310	Q9SQL2	complete								
Q8DJ02	Q8DJU2	complete								
A0A125YPC9	A0A125YU99	complete								
P80376	Q5SHP2	complete								
P9WPU9	P9WPV5	complete								
A0A071L394	A0A241XG65	complete								
P07703	P32349	complete	"psi-mi:""MI:0676""(tandem affinity purification)"	pubmed:16429126	"psi-mi:""MI:0914""(association)"	"psi-mi:""MI:0469""(IntAct)"	intact:EBI-809778	intact-miscore:0.74	"psi-mi:""MI:1060""(spoke expansion)"	false
P07703	P32349	complete	"psi-mi:""MI:0676""(tandem affinity purification)"	pubmed:16429126	"psi-mi:""MI:0914""(association)"	"psi-mi:""MI:0469""(IntAct)"	intact:EBI-804331	intact-miscore:0.74	"psi-mi:""MI:1060""(spoke expansion)"	false
P0DM37	P51765	complete								
M1UU36	Q85FZ1	complete								
O28413	O28418	complete								
Q6P5S7	Q99437	complete								
P68439	P68608	complete								
P0A3C9	Q8DKZ4	complete								
A0A1Z3HI16	A0A1Z3HS05	complete								
Q38859	Q9M1J2	complete								
Q9NYW5	Q9P2W3	complete								
E1C9L1	P09911	complete								
P16267	P16268	complete								
O81098	Q9M1A8	complete								
P13194	P23993	complete								
A0A2P6TMX4	W8SY74	complete								
S8EQL3	S8GED8	complete								
A1Z8I0	Q9VA95	complete								
A0AA82WNX9	A0AAB0B1U3	complete								
P25786	Q5JS54	complete	"psi-mi:""MI:0096""(pull down)"	pubmed:29568061|imex:IM-26301	"psi-mi:""MI:0914""(association)"	"psi-mi:""MI:0469""(IntAct)"	intact:EBI-16797631|imex:IM-26301-73	intact-miscore:0.57	"psi-mi:""MI:1060""(spoke expansion)"	false
P25786	Q5JS54	complete	"psi-mi:""MI:1314""(proximity-dependent biotin identification)"	pubmed:29568061|imex:IM-26301	"psi-mi:""MI:2364""(proximity)"	"psi-mi:""MI:0469""(IntAct)"	intact:EBI-16797556|imex:IM-26301-191	intact-miscore:0.57	"psi-mi:""MI:1060""(spoke expansion)"	false
P25786	Q5JS54	complete	"psi-mi:""MI:1314""(proximity-dependent biotin identification)"	pubmed:29568061|imex:IM-26301	"psi-mi:""MI:2364""(proximity)"	"psi-mi:""MI:0469""(IntAct)"	intact:EBI-16797676|imex:IM-26301-153	intact-miscore:0.57	"psi-mi:""MI:1060""(spoke expansion)"	false
P25786	Q5JS54	complete	"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)"	pubmed:33961781|imex:IM-29278|doi:10.1016/j.cell.2021.04.011	"psi-mi:""MI:0914""(association)"	"psi-mi:""MI:0469""(IntAct)"	intact:EBI-54637167|imex:IM-29278-4299	intact-miscore:0.57	"psi-mi:""MI:1060""(spoke expansion)"	false
P25786	Q5JS54	complete	"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)"	pubmed:33961781|imex:IM-29278|doi:10.1016/j.cell.2021.04.011	"psi-mi:""MI:0914""(association)"	"psi-mi:""MI:0469""(IntAct)"	intact:EBI-54899682|imex:IM-29278-20383	intact-miscore:0.57	"psi-mi:""MI:1060""(spoke expansion)"	false
B1MLW2	B1MLW3	complete								
A8IFG7	Q7DM26	complete								
A0A3Q7EMX2	A0A3Q7GDB0	complete								
P27521	P56767	complete								
Q05900	Q08920	complete	"psi-mi:""MI:0676""(tandem affinity purification)"	imex:IM-29638|pubmed:37070168	"psi-mi:""MI:0914""(association)"	"psi-mi:""MI:0469""(IntAct)"	intact:EBI-40240783|imex:IM-29638-123	intact-miscore:0.53	"psi-mi:""MI:1060""(spoke expansion)"	false
A0A063X754	A0A063XFC1	complete								
A0A1S3TNX9	A0A1S3TUX2	complete								
P40486	Q6Q547	complete								
P0DP23	P49662	complete								
A6VF32	A6VF38	complete								
P0AAX1	P0AE07	complete								
Q9F5Y0	Q9F5Y1	complete								
B3H6Z4	O80634	complete								
M9NT01	M9NTK8	complete								
A0QU24	A0QU33	complete								
A0A4X1VTX4	A0A8D1AQR7	complete								
E1C9K9	E1C9L2	complete								
Q6A6L2	Q6A6P0	complete								
Q75VY7	Q75VY8	complete								
B8C2K6	B8LEV1	complete								
P16679	P16686	complete								
I7M8B9	I7MIF9	complete								
F2QT90	F2QVW8	complete								
B8YB59	B8YB60	complete								
A0A2K3CXW8	A8J3C3	complete								
A0A0D3BZZ8	A0A0D3DS91	complete								
E1C9K7	P05310	complete								
Q82ZJ1	Q839H1	complete								
Q5JIY4	Q5JJF4	complete								
O15212	O60925	complete	"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)"	pubmed:33961781|imex:IM-29278|doi:10.1016/j.cell.2021.04.011	"psi-mi:""MI:0914""(association)"	"psi-mi:""MI:0469""(IntAct)"	intact:EBI-54844772|imex:IM-29278-18809	intact-miscore:0.64	"psi-mi:""MI:1060""(spoke expansion)"	false
O15212	O60925	complete	"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)"	pubmed:33961781|imex:IM-29278|doi:10.1016/j.cell.2021.04.011	"psi-mi:""MI:0914""(association)"	"psi-mi:""MI:0469""(IntAct)"	intact:EBI-54655864|imex:IM-29278-5043	intact-miscore:0.64	"psi-mi:""MI:1060""(spoke expansion)"	false
A0A063X745	A0A063X8U6	complete								
P14225	Q7DM26	complete								
C3SIV2	C3SQT7	complete								
O94646	Q9Y7N2	complete								
A0A8J1L9M8	B1H1T5	complete								
Q8SD64	Q8SDC8	complete								
O81098	Q8LE42	complete								
P03960	P03961	complete								
A0QU23	A0QU33	complete								
Q82ZJ1	Q839F0	complete								
A0A2M9V7I0	A0A9X9IKM4	complete								
Q8DJ02	Q8DKZ3	complete								
A0QUE0	A0QWT1	complete								
A8J5P7	A8J8N9	complete								
A5GZW8	Q0QF01	complete								
P01730	Q6N095	complete								
A9J4K2	A9J4K6	complete								
A0A063X745	A0A063XCR0	complete								
P16856	P16857	complete								
A0A2K3DWM2	Q08363	complete								
P39463	Q4JAY4	complete								
P40337	P61201	complete								
Q9BQ15	Q9NVR2	complete								
A9WDT7	A9WDT8	complete								
Q9FLM8	Q9M1A8	complete								
P53218	Q12530	complete	"psi-mi:""MI:0096""(pull down)"	pubmed:14690591	"psi-mi:""MI:0914""(association)"	"psi-mi:""MI:0469""(IntAct)"	intact:EBI-853521	intact-miscore:0.53	"psi-mi:""MI:1060""(spoke expansion)"	false
P60238	Q50754	complete								
O05544	Q47945	complete								
Q7JZF5	Q9VFB5	complete								
A0A0F7LMQ4	A0A0F7LUV5	complete								
Q9VA95	Q9VUZ1	complete								
S0BBR6	S0BBU7	complete								
P00289	P80883	complete								
C4LVC0	C4M5V7	complete								
A0AAN0XZY8	A0AAN0Y0L1	complete								
F2Z4H3	Q2T9T3	complete								
A0A3Q7G7F0	P49215	complete								
O14021	O94355	complete								
Q8U216	Q8U4N1	complete								
P23847	P37313	complete	"psi-mi:""MI:0397""(two hybrid array)"	imex:IM-27227|pubmed:29176613|doi:10.1038/nbt.4024	"psi-mi:""MI:0915""(physical association)"	"psi-mi:""MI:0469""(IntAct)"	intact:EBI-21982222|imex:IM-27227-103	intact-miscore:0.37	-	false
Q8DKZ4	Q8DL29	complete								
A0A1Z3HHI7	A0A1Z3HI16	complete								
Q2FW15	Q2G113	complete								
Q38859	Q9FLM8	complete								
P29056	P36121	complete								
A0T0T5	B8C2K6	complete								
A0A3Q7GDB0	A0A3Q7JYM3	complete								
C4QWA8	C4R0E6	complete								
A0A4X1VTX4	A0A8D0TE17	complete								
P49368	Q9UHV9	complete								
P21466	P21477	complete								
P60312	Q9KXS1	complete								
A0A2K3D1M1	Q9AU02	complete								
F2QT92	F2QVW8	complete								
P08980	P69461	complete								
P13765	Q6ICR9	complete								
A0A4X1VKG7	A0A8D1B522	complete								
B7I2K7	B7IBC1	complete								
P9WGZ1	P9WIU9	complete								
Q05093	Q75VY4	complete								
P11521	P46217	complete								
A0AAN0Y138	A0AAN1CUP2	complete								
P9WPU9	P9WPV7	complete								
A0A072ZPV8	E2RXT0	complete								
C4LT02	C4M2R7	complete								
