acc_low	acc_high	query_status	detection_method	publication	interaction_type	source_database	interaction_identifier	confidence	expansion_method	negative_interaction_flag
Q9NQP4	Q9UHV9	complete	"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)"	pubmed:33961781|imex:IM-29278|doi:10.1016/j.cell.2021.04.011	"psi-mi:""MI:0914""(association)"	"psi-mi:""MI:0469""(IntAct)"	intact:EBI-54844680|imex:IM-29278-18805	intact-miscore:0.64	"psi-mi:""MI:1060""(spoke expansion)"	false
Q9NQP4	Q9UHV9	complete	"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)"	pubmed:33961781|imex:IM-29278|doi:10.1016/j.cell.2021.04.011	"psi-mi:""MI:0914""(association)"	"psi-mi:""MI:0469""(IntAct)"	intact:EBI-54655913|imex:IM-29278-5045	intact-miscore:0.64	"psi-mi:""MI:1060""(spoke expansion)"	false
O81098	Q39211	complete								
P62837	P63208	complete								
P39466	P39471	complete								
A0A2P6TPU7	A0A2P6U4K1	complete								
A5FJE2	A5FJF5	complete								
Q8THG7	Q8THG8	complete								
P07305	P61077	complete								
A9WEV5	A9WEV8	complete								
A0A2P6THB2	A0A2P6TPU7	complete								
C4QY79	C4QZ45	complete								
I0YQ13	I0YQ46	complete								
I7MCM8	I7MHB1	complete								
P75818	P75830	complete								
A0A063X745	A0A3A5I502	complete								
C4QWA8	C4R9A1	complete								
P10793	P16002	complete								
E3UIU0	M2XR49	complete								
O14521	P31040	complete								
Q39615	Q75VY4	complete								
B8YB53	B8YB63	complete								
Q6PCF2	Q6PHL7	complete								
A0A8D1B522	I3LSI7	complete								
I0YPL4	I0YQ46	complete								
C4R3P8	C4R9A1	complete								
Q99JY9	Q9WV32	complete								
C4QXY9	C4R2U9	complete								
C4LZQ8	C4M2R7	complete								
P0DM37	P12241	complete								
A0T0U5	B8LEV1	complete								
F2R7X6	F2RCK7	complete								
A0A075W2R1	M2X090	complete								
A1E9J1	Q9LKC7	complete								
Q7Z4G1	Q9GZQ3	complete	"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)"	pubmed:33961781|imex:IM-29278|doi:10.1016/j.cell.2021.04.011	"psi-mi:""MI:0914""(association)"	"psi-mi:""MI:0469""(IntAct)"	intact:EBI-54643374|imex:IM-29278-4533	intact-miscore:0.53	"psi-mi:""MI:1060""(spoke expansion)"	false
Q7Z4G1	Q9GZQ3	complete	"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)"	pubmed:33961781|imex:IM-29278|doi:10.1016/j.cell.2021.04.011	"psi-mi:""MI:0914""(association)"	"psi-mi:""MI:0469""(IntAct)"	intact:EBI-54962037|imex:IM-29278-25135	intact-miscore:0.53	"psi-mi:""MI:1060""(spoke expansion)"	false
P12352	Q75VY9	complete								
Q02260	Q08920	complete	"psi-mi:""MI:0676""(tandem affinity purification)"	imex:IM-29638|pubmed:37070168	"psi-mi:""MI:0914""(association)"	"psi-mi:""MI:0469""(IntAct)"	intact:EBI-40253980|imex:IM-29638-155	intact-miscore:0.35	"psi-mi:""MI:1060""(spoke expansion)"	false
P02745	P0DOX5	complete								
A0A0D9RB67	A0A0D9S9I7	complete								
A0A7S0UM40	A0A7S0VKR5	complete								
A0A9R0JBX6	A0A9R0JNY3	complete								
Q14657	Q96S44	complete	"psi-mi:""MI:0676""(tandem affinity purification)"	imex:IM-17578|pubmed:23455922	"psi-mi:""MI:0914""(association)"	"psi-mi:""MI:0469""(IntAct)"	intact:EBI-6256589|imex:IM-17578-27	intact-miscore:0.73	"psi-mi:""MI:1060""(spoke expansion)"	false
Q14657	Q96S44	complete	"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)"	pubmed:33961781|imex:IM-29278|doi:10.1016/j.cell.2021.04.011	"psi-mi:""MI:0914""(association)"	"psi-mi:""MI:0469""(IntAct)"	intact:EBI-54805261|imex:IM-29278-17865	intact-miscore:0.73	"psi-mi:""MI:1060""(spoke expansion)"	false
Q14657	Q96S44	complete	"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)"	pubmed:33961781|imex:IM-29278|doi:10.1016/j.cell.2021.04.011	"psi-mi:""MI:0914""(association)"	"psi-mi:""MI:0469""(IntAct)"	intact:EBI-54503772|imex:IM-29278-725	intact-miscore:0.73	"psi-mi:""MI:1060""(spoke expansion)"	false
Q14657	Q96S44	complete	"psi-mi:""MI:0096""(pull down)"	pubmed:32707033|imex:IM-29257|doi:10.1016/j.molcel.2020.07.001	"psi-mi:""MI:0914""(association)"	"psi-mi:""MI:0469""(IntAct)"	intact:EBI-28944676|imex:IM-29257-226	intact-miscore:0.73	"psi-mi:""MI:1060""(spoke expansion)"	false
E3UIU1	E3UIU9	complete								
F2RBH1	F2RJV9	complete								
E9NPV2	E9NPX1	complete								
Q8N4V1	Q9NPA0	complete	"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)"	pubmed:28514442|doi:10.1038/nature22366|imex:IM-25778	"psi-mi:""MI:0914""(association)"	"psi-mi:""MI:0469""(IntAct)"	intact:EBI-21753582|imex:IM-25778-2981	intact-miscore:0.84	"psi-mi:""MI:1060""(spoke expansion)"	false
Q8N4V1	Q9NPA0	complete	"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)"	pubmed:26496610|imex:IM-24272	"psi-mi:""MI:0914""(association)"	"psi-mi:""MI:0469""(IntAct)"	intact:EBI-11130635|imex:IM-24272-1053	intact-miscore:0.84	"psi-mi:""MI:1060""(spoke expansion)"	false
Q8N4V1	Q9NPA0	complete	"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)"	pubmed:33961781|imex:IM-29278|doi:10.1016/j.cell.2021.04.011	"psi-mi:""MI:0914""(association)"	"psi-mi:""MI:0469""(IntAct)"	intact:EBI-54678370|imex:IM-29278-5981	intact-miscore:0.84	"psi-mi:""MI:1060""(spoke expansion)"	false
Q8N4V1	Q9NPA0	complete	"psi-mi:""MI:0096""(pull down)"	doi:10.1038/ncb2383|imex:IM-28143|pubmed:22119785	"psi-mi:""MI:0914""(association)"	"psi-mi:""MI:0469""(IntAct)"	intact:EBI-25770937|imex:IM-28143-78	intact-miscore:0.84	"psi-mi:""MI:1060""(spoke expansion)"	false
Q8N4V1	Q9NPA0	complete	"psi-mi:""MI:0096""(pull down)"	doi:10.1038/ncb2383|imex:IM-28143|pubmed:22119785	"psi-mi:""MI:0914""(association)"	"psi-mi:""MI:0469""(IntAct)"	intact:EBI-25771477|imex:IM-28143-106	intact-miscore:0.84	"psi-mi:""MI:1060""(spoke expansion)"	false
Q8N4V1	Q9NPA0	complete	"psi-mi:""MI:0096""(pull down)"	doi:10.1038/ncb2383|imex:IM-28143|pubmed:22119785	"psi-mi:""MI:0914""(association)"	"psi-mi:""MI:0469""(IntAct)"	intact:EBI-25770340|imex:IM-28143-90	intact-miscore:0.84	"psi-mi:""MI:1060""(spoke expansion)"	false
Q8N4V1	Q9NPA0	complete	"psi-mi:""MI:0096""(pull down)"	doi:10.1038/ncb2383|imex:IM-28143|pubmed:22119785	"psi-mi:""MI:0914""(association)"	"psi-mi:""MI:0469""(IntAct)"	intact:EBI-25771078|imex:IM-28143-80	intact-miscore:0.84	"psi-mi:""MI:1060""(spoke expansion)"	false
Q8N4V1	Q9NPA0	complete	"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)"	pubmed:33961781|imex:IM-29278|doi:10.1016/j.cell.2021.04.011	"psi-mi:""MI:0914""(association)"	"psi-mi:""MI:0469""(IntAct)"	intact:EBI-54922697|imex:IM-29278-21439	intact-miscore:0.84	"psi-mi:""MI:1060""(spoke expansion)"	false
Q8N4V1	Q9NPA0	complete	"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)"	pubmed:33961781|imex:IM-29278|doi:10.1016/j.cell.2021.04.011	"psi-mi:""MI:0914""(association)"	"psi-mi:""MI:0469""(IntAct)"	intact:EBI-55008377|imex:IM-29278-28085	intact-miscore:0.84	"psi-mi:""MI:1060""(spoke expansion)"	false
P60430	Q2FW38	complete								
P21603	P24757	complete								
Q9S7N7	Q9SUI4	complete								
C4QWA8	C4QXY9	complete								
P21467	P21473	complete								
P58246	Q8YVQ2	complete								
A0A8F0WFC9	B8CEQ3	complete								
A0A7U3Y808	B7IA30	complete								
Q9L0Q9	Q9RKY0	complete								
P63081	Q6P503	complete								
Q8NFG4	Q9UHA4	complete	"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)"	pubmed:25561175|imex:IM-23283	"psi-mi:""MI:0914""(association)"	"psi-mi:""MI:0469""(IntAct)"	intact:EBI-9978673|imex:IM-23283-6	intact-miscore:0.35	"psi-mi:""MI:1060""(spoke expansion)"	false
A0A2P6TPU7	W8SKM2	complete								
P56768	Q9SA56	complete								
A0A125YXT1	S8F943	complete								
A0A2K3DLI2	Q6UKY5	complete								
P07825	P63081	complete	"psi-mi:""MI:0006""(anti bait coimmunoprecipitation)"	pubmed:8567678|imex:IM-19577	"psi-mi:""MI:0915""(physical association)"	"psi-mi:""MI:0469""(IntAct)"	intact:EBI-2025036|imex:IM-19577-5	intact-miscore:0.40	"psi-mi:""MI:1060""(spoke expansion)"	false
P07825	P63081	complete	"psi-mi:""MI:0006""(anti bait coimmunoprecipitation)"	pubmed:8567678|imex:IM-19577	"psi-mi:""MI:0915""(physical association)"	"psi-mi:""MI:0469""(IntAct)"	intact:EBI-2025345|imex:IM-19577-7	intact-miscore:0.40	"psi-mi:""MI:1060""(spoke expansion)"	false
O15446	Q9P1U0	complete	"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)"	pubmed:33961781|imex:IM-29278|doi:10.1016/j.cell.2021.04.011	"psi-mi:""MI:0914""(association)"	"psi-mi:""MI:0469""(IntAct)"	intact:EBI-54654052|imex:IM-29278-4949	intact-miscore:0.35	"psi-mi:""MI:1060""(spoke expansion)"	false
A0A1S3TZB2	A0A1S3UMA0	complete								
Q9Y7N2	Q9Y821	complete								
P80374	Q5SJH3	complete								
A0A4V8GZZ5	A0A4V8H002	complete								
Q8U0E4	Q8U216	complete								
A0A024FSR7	A0A5H1ZR73	complete								
Q9HVW2	Q9HVW5	complete								
Q15369	Q8N884	complete								
A0A4X1TRS6	A0A8D1B522	complete								
P36100	Q12004	complete								
Q39212	Q9M1J2	complete								
P01375	P02768	complete								
Q6PIL8	S6C4R2	complete								
P00044	P00163	complete								
C4M0Z2	C4M2R7	complete								
P56769	Q01667	complete								
P23993	Q43485	complete								
A0A5S8WF82	A0A5S8WF90	complete								
C4R273	C4R2R6	complete								
P63104	Q02750	complete	"psi-mi:""MI:0676""(tandem affinity purification)"	imex:IM-11897|pubmed:17979178	"psi-mi:""MI:0914""(association)"	"psi-mi:""MI:0469""(IntAct)"	intact:EBI-1643868|imex:IM-11897-4	intact-miscore:0.64	"psi-mi:""MI:1060""(spoke expansion)"	false
P63104	Q02750	complete	"psi-mi:""MI:0676""(tandem affinity purification)"	imex:IM-11897|pubmed:17979178	"psi-mi:""MI:0914""(association)"	"psi-mi:""MI:0469""(IntAct)"	intact:EBI-1644009|imex:IM-11897-8	intact-miscore:0.64	"psi-mi:""MI:1060""(spoke expansion)"	false
P63104	Q02750	complete	"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)"	pubmed:31980649|imex:IM-26434	"psi-mi:""MI:0914""(association)"	"psi-mi:""MI:0469""(IntAct)"	intact:EBI-25382666|imex:IM-26434-73	intact-miscore:0.64	"psi-mi:""MI:1060""(spoke expansion)"	false
P63104	Q02750	complete	"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)"	pubmed:31980649|imex:IM-26434	"psi-mi:""MI:0914""(association)"	"psi-mi:""MI:0469""(IntAct)"	intact:EBI-25393330|imex:IM-26434-166	intact-miscore:0.64	"psi-mi:""MI:1060""(spoke expansion)"	false
A0A125YU99	S8GED8	complete								
E9NPW6	I0Z7A6	complete								
A0QSD5	A0QSP9	complete								
Q96Q11	Q99714	complete								
A8ITV3	Q00914	complete								
Q5JE31	Q5JJF4	complete								
I4BTY8	I4BTZ2	complete								
A8HX89	A8JC51	complete								
P58246	Q93SX0	complete								
P03925	Q9CQZ6	complete								
E1C9L0	P17227	complete								
P60312	Q9L0I8	complete								
A0A2K9VK89	A0A2K9VK99	complete								
Q8DL32	Q8DLL4	complete								
A8IE32	A8J1J3	complete								
Q9ASS6	Q9SGH4	complete								
O19927	Q9TM21	complete								
A0A287ADR4	A0A481DF93	complete								
A0A716TY65	A0A718C6E5	complete								
P61157	Q1JP79	complete								
P47093	P53905	complete	"psi-mi:""MI:0676""(tandem affinity purification)"	pubmed:16429126	"psi-mi:""MI:0914""(association)"	"psi-mi:""MI:0469""(IntAct)"	intact:EBI-803165	intact-miscore:0.75	"psi-mi:""MI:1060""(spoke expansion)"	false
Q2FW12	Q2G111	complete								
A0AAN0Y3T9	A0AAN0Y4G9	complete								
B7GL84	B7GL97	complete								
P23993	P69416	complete								
Q09177	Q92399	complete								
A0A2D2D0T0	A0A2D2D0T8	complete								
A0A2K3CYB6	A0A2K3DLI2	complete								
A0A2K3DG79	A8IH07	complete								
P61029	Q9V0G8	complete								
A0A2K1JLZ3	Q8MFA3	complete								
O14010	Q9P7Y4	complete								
I7MCM8	Q24CE5	complete								
P0AFH6	P76027	complete								
P9WGY5	P9WIU9	complete								
Q23RH8	Q23S01	complete								
P0A4U6	P22704	complete								
A0A2P6TC44	A0A2P6TS63	complete								
P62815	Q5FVI6	complete								
A0A2P6THB2	W8SU98	complete								
Q32P78	Q5E9B8	complete								
P48237	Q02608	complete								
F2QS38	F2R0J7	complete								
Q39211	Q8LE42	complete								
P00045	P22289	complete								
P39543	Q12431	complete								
A0A2K9VK88	A0A2K9VK97	complete								
C4QY79	C4R2R6	complete								
O94616	Q09191	complete								
O19927	Q9TLR0	complete								
P56752	Q9SCY3	complete								
O43402	Q5UCC4	complete	"psi-mi:""MI:0096""(pull down)"	doi:10.1038/ncb2383|imex:IM-28143|pubmed:22119785	"psi-mi:""MI:0914""(association)"	"psi-mi:""MI:0469""(IntAct)"	intact:EBI-25769980|imex:IM-28143-30	intact-miscore:0.62	"psi-mi:""MI:1060""(spoke expansion)"	false
O43402	Q5UCC4	complete	"psi-mi:""MI:0096""(pull down)"	doi:10.1038/ncb2383|imex:IM-28143|pubmed:22119785	"psi-mi:""MI:0914""(association)"	"psi-mi:""MI:0469""(IntAct)"	intact:EBI-25770373|imex:IM-28143-52	intact-miscore:0.62	"psi-mi:""MI:1060""(spoke expansion)"	false
P40089	P47017	complete	"psi-mi:""MI:0676""(tandem affinity purification)"	pubmed:16429126	"psi-mi:""MI:0914""(association)"	"psi-mi:""MI:0469""(IntAct)"	intact:EBI-811751	intact-miscore:0.91	"psi-mi:""MI:1060""(spoke expansion)"	false
P40089	P47017	complete	"psi-mi:""MI:0676""(tandem affinity purification)"	pubmed:16429126	"psi-mi:""MI:0914""(association)"	"psi-mi:""MI:0469""(IntAct)"	intact:EBI-799714	intact-miscore:0.91	"psi-mi:""MI:1060""(spoke expansion)"	false
P40089	P47017	complete	"psi-mi:""MI:0018""(two hybrid)"	pubmed:18719252	"psi-mi:""MI:0915""(physical association)"	"psi-mi:""MI:0469""(IntAct)"	intact:EBI-2346765	intact-miscore:0.91	-	false
P40089	P47017	complete	"psi-mi:""MI:0946""(miniaturized immunoprecipitation)"	"pubmed:23267104|imex:IM-18537|psi-mi:""MI:0946"""	"psi-mi:""MI:0407""(direct interaction)"	"psi-mi:""MI:0469""(IntAct)"	intact:EBI-6472682|imex:IM-18537-47	intact-miscore:0.91	-	false
P40089	P47017	complete	"psi-mi:""MI:0946""(miniaturized immunoprecipitation)"	"pubmed:23267104|imex:IM-18537|psi-mi:""MI:0946"""	"psi-mi:""MI:0407""(direct interaction)"	"psi-mi:""MI:0469""(IntAct)"	intact:EBI-6472726|imex:IM-18537-51	intact-miscore:0.91	-	false
Q83ER2	Q83ES8	complete								
E1C9L2	Q41038	complete								
A0QSG6	A0QSP9	complete								
O15145	Q9NZQ3	complete								
P62807	Q9Y230	complete								
P48237	P53732	complete								
Q83D88	Q83ES8	complete								
I0YPL4	I0Z7A6	complete								
Q9BZE9	Q9H867	complete								
A0A2P6TS63	W8SUA3	complete								
A8IFG7	Q75VY9	complete								
P16033	P29256	complete								
C4M5V7	O15587	complete								
A0A2P6U4S6	W8SUD1	complete								
Q9B6D4	Q9B6E8	complete								
A4VE64	Q24DI9	complete								
P36012	Q12493	complete								
G0SC21	G0SE33	complete								
A0A1Z3HI16	A0A1Z3HSF0	complete								
A0A063X8U6	A0A3A5I502	complete								
A0A341UET3	A0A3B6IU74	complete								
P61803	Q8N6L1	complete								
A8INX1	A8IXD6	complete								
P05311	Q9SQL2	complete								
A0A8D1B522	F1RKE4	complete								
P40070	P49960	complete								
P61994	Q9UXZ3	complete								
O19927	Q9TM20	complete								
P43554	P53330	complete	"psi-mi:""MI:0676""(tandem affinity purification)"	pubmed:14660704	"psi-mi:""MI:0914""(association)"	"psi-mi:""MI:0469""(IntAct)"	intact:EBI-822156	intact-miscore:0.53	"psi-mi:""MI:1060""(spoke expansion)"	false
P60002	Q8N7H5	complete								
C3SM87	C3SR67	complete								
P74902	Q56403	complete								
O14459	O74635	complete								
Q39615	Q7DM26	complete								
O00399	P60709	complete								
A8IL32	Q84Y02	complete								
A0A1S3X147	A0A1S4CIZ9	complete								
A0A2K3CYB6	A0A2K3DM81	complete								
P00045	P00163	complete								
A0A1S4CKK0	P06269	complete								
D0VX27	D0VX30	complete								
D8V7I2	D8V7I7	complete								
P36595	P87123	complete								
I0YQ46	I0YTK4	complete								
P40337	P49427	complete								
P0A0H0	Q2FZ25	complete								
P9WGZ1	Q6MX01	complete								
P04969	P21470	complete								
P32341	Q3E7B6	complete								
A6QRA1	Q8LFJ6	complete								
P07611	P18384	complete								
C6Y4A8	O74824	complete								
A0A1B2U0I9	A0A1B2U0Q7	complete								
D5AQG8	D5AQH1	complete								
O80634	Q9FG89	complete								
A0A1G4KPQ9	F2QRE4	complete								
B7IA35	B7IA40	complete								
P39748	Q5TBB1	complete								
D0MDD4	D0MDD9	complete								
A0A075W2R1	E3UIU7	complete								
F2Z4H3	Q3ZBC0	complete								
P24032	P68139	complete								
A0A125YYJ3	S7VSS5	complete								
Q9NRP0	Q9UNL2	complete								
D5ANJ8	D5ANJ9	complete								
P0AG99	P60624	complete								
A0ACD6B9M6	A0ACD6B9M9	complete								
P60709	Q9BTE1	complete								
P37277	P73069	complete								
P28631	P28905	complete	"psi-mi:""MI:0676""(tandem affinity purification)"	pubmed:15690043|mint:MINT-5217509|imex:IM-21967|doi:10.1038/nature03239	"psi-mi:""MI:0914""(association)"	"psi-mi:""MI:0469""(IntAct)"	intact:EBI-15538474|imex:IM-21967-154|dip:DIP-192118E	intact-miscore:0.79	"psi-mi:""MI:1060""(spoke expansion)"	false
P28631	P28905	complete	"psi-mi:""MI:0096""(pull down)"	pubmed:15690043|mint:MINT-5217509|imex:IM-21967|doi:10.1038/nature03239	"psi-mi:""MI:0914""(association)"	"psi-mi:""MI:0469""(IntAct)"	intact:EBI-885330|imex:IM-21967-871	intact-miscore:0.79	"psi-mi:""MI:1060""(spoke expansion)"	false
P28631	P28905	complete	"psi-mi:""MI:0096""(pull down)"	pubmed:15690043|mint:MINT-5217509|imex:IM-21967|doi:10.1038/nature03239	"psi-mi:""MI:0914""(association)"	"psi-mi:""MI:0469""(IntAct)"	intact:EBI-880166|imex:IM-21967-610	intact-miscore:0.79	"psi-mi:""MI:1060""(spoke expansion)"	false
P28631	P28905	complete	"psi-mi:""MI:0107""(surface plasmon resonance)"	pubmed:7494000|imex:IM-18575	"psi-mi:""MI:0915""(physical association)"	"psi-mi:""MI:0469""(IntAct)"	intact:EBI-6464466|imex:IM-18575-4	intact-miscore:0.79	"psi-mi:""MI:1060""(spoke expansion)"	false
P28631	P28905	complete	"psi-mi:""MI:0107""(surface plasmon resonance)"	imex:IM-18578|pubmed:11606586	"psi-mi:""MI:0915""(physical association)"	"psi-mi:""MI:0469""(IntAct)"	intact:EBI-6465518|imex:IM-18578-6	intact-miscore:0.79	"psi-mi:""MI:1060""(spoke expansion)"	false
P28631	P28905	complete	"psi-mi:""MI:0397""(two hybrid array)"	pubmed:24561554|imex:IM-22059	"psi-mi:""MI:0915""(physical association)"	"psi-mi:""MI:0469""(IntAct)"	intact:EBI-9189433|imex:IM-22059-1710	intact-miscore:0.79	-	false
Q37695	Q6CFT7	complete								
W5EP45	W5FEZ3	complete								
A0A2K3E6S5	O19930	complete								
O74825	P37382	complete								
A9WEV4	A9WEV8	complete								
A0A1L8GNJ6	A4QNS4	complete								
B6YWC1	B6YWC2	complete								
A0A410N6T9	A0A410N6W3	complete								
Q8LCQ4	Q9SUI4	complete								
B8YB62	B8YB64	complete								
P53803	Q9BUI4	complete								
O95619	P60709	complete								
E9NPW6	I0YP72	complete								
B6TXS5	B6U534	complete								
P33448	P53969	complete								
Q46897	Q46901	complete								
A0A085R4L6	A0A7Z7YE94	complete								
Q8LE42	Q9FLM8	complete								
P13619	Q3ZBI7	complete								
P87310	Q9P6Q0	complete								
Q18BX5	Q18CI5	complete								
A0A2K3DHV6	A8ISA4	complete								
A0A2K1JLZ3	Q6YXR3	complete								
P02721	Q28852	complete								
B8BRQ8	B8CEQ3	complete								
O81098	Q8LFJ6	complete								
Q75VY7	Q75VY9	complete								
Q182S6	Q18BX5	complete								
A0A2K3CXW8	A8IXD6	complete								
A0A1Z3HPE3	A0A1Z3HS05	complete								
Q8N668	Q9UBI1	complete	"psi-mi:""MI:0676""(tandem affinity purification)"	pubmed:15799966	"psi-mi:""MI:0914""(association)"	"psi-mi:""MI:0469""(IntAct)"	intact:EBI-1550050	intact-miscore:0.88	"psi-mi:""MI:1060""(spoke expansion)"	false
Q8N668	Q9UBI1	complete	"psi-mi:""MI:0096""(pull down)"	pubmed:15799966	"psi-mi:""MI:0915""(physical association)"	"psi-mi:""MI:0469""(IntAct)"	intact:EBI-1550237	intact-miscore:0.88	-	false
Q8N668	Q9UBI1	complete	"psi-mi:""MI:0096""(pull down)"	pubmed:15799966	"psi-mi:""MI:0915""(physical association)"	"psi-mi:""MI:0469""(IntAct)"	intact:EBI-1550374	intact-miscore:0.88	-	false
Q8N668	Q9UBI1	complete	"psi-mi:""MI:0096""(pull down)"	pubmed:30833792|imex:IM-26691	"psi-mi:""MI:0914""(association)"	"psi-mi:""MI:0469""(IntAct)"	intact:EBI-21259462|imex:IM-26691-105	intact-miscore:0.88	"psi-mi:""MI:1060""(spoke expansion)"	false
Q8N668	Q9UBI1	complete	"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)"	pubmed:28514442|doi:10.1038/nature22366|imex:IM-25778	"psi-mi:""MI:0914""(association)"	"psi-mi:""MI:0469""(IntAct)"	intact:EBI-21711823|imex:IM-25778-5401	intact-miscore:0.88	"psi-mi:""MI:1060""(spoke expansion)"	false
Q8N668	Q9UBI1	complete	"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)"	pubmed:33961781|imex:IM-29278|doi:10.1016/j.cell.2021.04.011	"psi-mi:""MI:0914""(association)"	"psi-mi:""MI:0469""(IntAct)"	intact:EBI-54643496|imex:IM-29278-4537	intact-miscore:0.88	"psi-mi:""MI:1060""(spoke expansion)"	false
Q8N668	Q9UBI1	complete	"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)"	pubmed:33961781|imex:IM-29278|doi:10.1016/j.cell.2021.04.011	"psi-mi:""MI:0914""(association)"	"psi-mi:""MI:0469""(IntAct)"	intact:EBI-54906006|imex:IM-29278-20601	intact-miscore:0.88	"psi-mi:""MI:1060""(spoke expansion)"	false
P46964	Q92316	complete								
A3M140	A3M143	complete								
A0A0R4J8D5	I3L9H6	complete								
P32842	P41806	complete								
F2Z4C9	Q32P78	complete								
B4DNT1	Q15369	complete								
P21146	P63212	complete	"psi-mi:""MI:0114""(x-ray crystallography)"	pubmed:12764189	"psi-mi:""MI:0915""(physical association)"	"psi-mi:""MI:0469""(IntAct)"	intact:EBI-1036439|rcsb pdb:1OMW	intact-miscore:0.40	"psi-mi:""MI:1060""(spoke expansion)"	false
A0AA82WNX9	A0AAB0B1V2	complete								
G0S770	G0S7B2	complete								
P0AC41	P0AC44	complete								
A8HRZ4	A8IU42	complete								
Q8DG60	Q8DIN9	complete								
P0C5R9	P41806	complete								
A0A8F0WFC9	B8C2K6	complete								
A0A075W2R1	E3UIU9	complete								
A0QU24	A0QU34	complete								
P28000	P29056	complete								
D7P897	D8V7I2	complete								
A0A5H1ZR95	D7NIZ2	complete								
A0A3Q7FJL7	A0A3Q7IVL4	complete								
C4QXY9	C4R3P8	complete								
P05807	P68611	complete								
A0A0H3C9J4	B8H4F8	complete								
A0A4V8H002	A0A4V8H010	complete								
Q389F5	Q38EL9	complete								
O74471	O94705	complete								
G2TRP5	O74988	complete								
P13194	Q9LKC7	complete								
P32914	P40422	complete								
A5F9W9	A5FJ36	complete								
Q54VN6	Q54XI5	complete								
P9WH23	P9WP67	complete								
P56767	Q9C639	complete								
A0A4V8GZZ2	A0A4V8H000	complete								
A0A1S3XP85	A0A1S4CKK0	complete								
A0ACD6B9K7	A0ACD6B9L8	complete								
Q01667	Q9SUI6	complete								
P47076	Q04307	complete								
O96019	P62807	complete								
A0A923IZ11	A0A923J084	complete								
Q8DG60	Q8DJZ6	complete								
A0A1B2U6N1	A0A1M6QTP8	complete								
P60292	Q8U0M5	complete								
P12352	Q75VY7	complete								
Q9HYR9	Q9I2U0	complete								
I0Z7A7	I0Z7V3	complete								
P9WHJ5	Q6MX01	complete								
A0A241XG65	E2RXT8	complete								
A0A2K3CXW8	A0A2K3DG79	complete								
P01591	P24071	complete								
A0A5H1ZR95	K0J903	complete								
P34113	Q54XI5	complete								
A0A2K1IB10	A0A2K1JKF2	complete								
P9WGG7	P9WGY5	complete								
P56767	Q8LCQ4	complete								
B8YB54	B8YB58	complete								
A0A2P6TZ50	W8SY74	complete								
Q8LCQ4	Q9SHE8	complete								
A9WEV5	A9WEV6	complete								
O14010	Q9USH1	complete								
Q9TM20	Q9ZQS5	complete								
A0A063XCG5	F5HRS7	complete								
O42978	Q9Y7M4	complete								
P43308	P61619	complete								
P00175	P53507	complete								
Q38CM0	Q57ZP0	complete								
P28000	P35718	complete								
B7GIG3	B7GL98	complete								
P13498	Q9BQA9	complete								
P0CI78	P70974	complete								
F1S3W0	P24964	complete								
P68036	Q15843	complete								
E9NPX1	I0YQ13	complete								
P40070	P57743	complete	"psi-mi:""MI:0676""(tandem affinity purification)"	pubmed:16429126	"psi-mi:""MI:0914""(association)"	"psi-mi:""MI:0469""(IntAct)"	intact:EBI-796700	intact-miscore:0.81	"psi-mi:""MI:1060""(spoke expansion)"	false
P40070	P57743	complete	"psi-mi:""MI:0018""(two hybrid)"	pubmed:18719252	"psi-mi:""MI:0915""(physical association)"	"psi-mi:""MI:0469""(IntAct)"	intact:EBI-2346467	intact-miscore:0.81	-	false
P12074	P14406	complete	"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)"	pubmed:33961781|imex:IM-29278|doi:10.1016/j.cell.2021.04.011	"psi-mi:""MI:0914""(association)"	"psi-mi:""MI:0469""(IntAct)"	intact:EBI-54622511|imex:IM-29278-3635	intact-miscore:0.35	"psi-mi:""MI:1060""(spoke expansion)"	false
O97183	Q24320	complete								
B3H6Z4	Q95695	complete								
P14635	P61024	complete	"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)"	pubmed:28514442|doi:10.1038/nature22366|imex:IM-25778	"psi-mi:""MI:0914""(association)"	"psi-mi:""MI:0469""(IntAct)"	intact:EBI-21795010|imex:IM-25778-8457	intact-miscore:0.77	"psi-mi:""MI:1060""(spoke expansion)"	false
